fy,fund,agency,source,interfund_trans,from_fund,source_name,receipts,data_source,fund_name,agency_name,fund_cat,fund_cat_name.x,fund_ab,fund_ioc,fund_re,a_end,in_ff,fund_name_ab,fund_category,fund_cat_name.y,in_ff_rev,in_ff_exp,source_name_AWM,rev_type,rev_type_name,amnesty,local,type_assigned
2022,0523,426,0629,NA,NA,U S DEPARTMENT OF JUSTICE,231069.35,NA,DEPT OF CORRECTIONS REIMBURSEM,CORRECTIONS,NA,NA,0523,0523,0,NA,1,DEPT OF CORRECTIONS REIMBURSEM,D,Special State Funds,1,1,U S DEPARTMENT OF JUSTICE,57,Federal - Other,NA,NA,NA
2021,0191,588,0608,NA,NA,ENVIRONMENTAL PROTECTION AGN,227511.88,NA,INDOOR RADON MITIGATION,IL EMERGENCY MANAGEMENT AGCY,G,FEDERAL TRUST FUNDS,0191,0191,0,NA,1,INDOOR RADON MITIGATION,G,Federal Trust Funds,1,1,ENVIRONMENTAL PROTECTION AGN,57,Federal - Other,NA,NA,NA
2022,0523,425,1876,NA,NA,SBE-FED.DEPT OF AG/LUNCH REIMB,225648.62,NA,DEPT OF CORRECTIONS REIMBURSEM,JUVENILE JUSTICE,NA,NA,0523,0523,0,NA,1,DEPT OF CORRECTIONS REIMBURSEM,D,Special State Funds,1,1,SBE-FED.DEPT OF AG/LUNCH REIMB,57,Federal - Other,NA,NA,NA
2019,0523,425,1877,0,9999,SBE-FED DEPT OF AG-BRKFST REIM,225633.05,rev ioc 12.11.2019,DEPT OF CORRECTIONS REIMBURSEM,JUVENILE JUSTICE,NA,NA,0523,0523,0,NA,1,DEPT OF CORRECTIONS REIMBURSEM,D,Special State Funds,1,1,SBE-FED DEPT OF AG-BRKFST REIM,57,Federal - Other,NA,NA,NA
2019,0861,492,0641,0,9999,TENNESSEE VALLEY AUTHORITY,223572.6,rev ioc 12.11.2019,TENN VALLEY AUTH LOCAL TRUST,REVENUE,NA,NA,0861,0861,0,NA,0,TENN VALLEY AUTH LOCAL TRUST,G,Federal Trust Funds,0,0,TENNESSEE VALLEY AUTHORITY,57,Federal - Other,NA,NA,NA
2020,0086,422,0594,0,9999,"AGRICULTURE, DEPARTMENT OF",223054.23,rev ioc 03.11.2020,FOREST RESERVE,"NATURAL RESOURCES",NA,NA,0086,0086,0,NA,1,FOREST RESERVE,G,Federal Trust Funds,1,1,"AGRICULTURE, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2020,0074,532,1502,0,9999,GREAT LAKES COMMISSION,220093,rev ioc 03.11.2020,EPA SPEC STATE PROJ TRUST,ENVIRONMENTAL PROTECT AGENCY,NA,NA,0074,0074,0,NA,1,EPA SPEC STATE PROJ TRUST,I,State Trust Funds,1,1,GREAT LAKES COMMISSION,57,Federal - Other,NA,NA,NA
2021,0861,492,0641,NA,NA,TENNESSEE VALLEY AUTHORITY,219610.71,NA,TENN VALLEY AUTH LOCAL TRUST,REVENUE,G,FEDERAL TRUST FUNDS,0861,0861,0,NA,0,TENN VALLEY AUTH LOCAL TRUST,G,Federal Trust Funds,0,0,TENNESSEE VALLEY AUTHORITY,57,Federal - Other,NA,NA,NA
2019,0077,422,0608,0,9999,ENVIRONMENTAL PROTECTION AGN,219000,rev ioc 12.11.2019,MINES & MINERALS UIC,"NATURAL RESOURCES",NA,NA,0077,0077,0,NA,1,MINES & MINERALS UIC,G,Federal Trust Funds,1,1,ENVIRONMENTAL PROTECTION AGN,57,Federal - Other,NA,NA,NA
2021,0077,422,0608,NA,NA,ENVIRONMENTAL PROTECTION AGN,217000,NA,MINES & MINERALS UIC,"NATURAL RESOURCES",G,FEDERAL TRUST FUNDS,0077,0077,0,NA,1,MINES & MINERALS UIC,G,Federal Trust Funds,1,1,ENVIRONMENTAL PROTECTION AGN,57,Federal - Other,NA,NA,NA
2022,0086,422,0594,NA,NA,"AGRICULTURE, DEPARTMENT OF",216885.97,NA,FOREST RESERVE,"NATURAL RESOURCES",NA,NA,0086,0086,0,NA,1,FOREST RESERVE,G,Federal Trust Funds,1,1,"AGRICULTURE, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2020,0077,422,0608,0,9999,ENVIRONMENTAL PROTECTION AGN,216000,rev ioc 03.11.2020,MINES & MINERALS UIC,"NATURAL RESOURCES",NA,NA,0077,0077,0,NA,1,MINES & MINERALS UIC,G,Federal Trust Funds,1,1,ENVIRONMENTAL PROTECTION AGN,57,Federal - Other,NA,NA,NA
2020,0261,422,0643,0,9999,"TRANSPORTATION, DEPARTMENT",213809,rev ioc 03.11.2020,UNDERGROUND RESOURCE CONSERV,"NATURAL RESOURCES",NA,NA,0261,0261,0,NA,1,UNDERGROUND RESOURCE CONSERV,D,Special State Funds,1,1,"TRANSPORTATION, DEPARTMENT",57,Federal - Other,NA,NA,NA
2022,0980,497,0618,NA,NA,HEALTH AND HUMAN SERVICES,212428.98,NA,MANTENO VETERANS HOME,VETERANS' AFFAIRS,NA,NA,0980,0980,0,NA,1,MANTENO VETERANS HOME,D,Special State Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2021,0261,422,0643,NA,NA,"TRANSPORTATION, DEPARTMENT",210975,NA,UNDERGROUND RESOURCE CONSERV,"NATURAL RESOURCES",D,SPECIAL STATE FUNDS,0261,0261,0,NA,1,UNDERGROUND RESOURCE CONSERV,D,Special State Funds,1,1,"TRANSPORTATION, DEPARTMENT",57,Federal - Other,NA,NA,NA
2019,0074,532,1502,0,9999,GREAT LAKES COMMISSION,210352,rev ioc 12.11.2019,EPA SPEC STATE PROJ TRUST,ENVIRONMENTAL PROTECT AGENCY,NA,NA,0074,0074,0,NA,1,EPA SPEC STATE PROJ TRUST,I,State Trust Funds,1,1,GREAT LAKES COMMISSION,57,Federal - Other,NA,NA,NA
2021,0086,422,0594,NA,NA,"AGRICULTURE, DEPARTMENT OF",210153.54,NA,FOREST RESERVE,"NATURAL RESOURCES",G,FEDERAL TRUST FUNDS,0086,0086,0,NA,1,FOREST RESERVE,G,Federal Trust Funds,1,1,"AGRICULTURE, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2021,0255,452,0764,NA,NA,INDIRECT COST REIMBURSEMENT,208382.51,NA,DEP OF LABOR FED INDIRECT COST,LABOR,G,FEDERAL TRUST FUNDS,0255-B,0255,2,NA,1,DEP OF LABOR FED INDIRECT COST,G,Federal Trust Funds,1,1,INDIRECT COST REIMBURSEMENT,57,Federal - Other,NA,NA,NA
2022,0861,492,0641,NA,NA,TENNESSEE VALLEY AUTHORITY,208024.13,NA,TENN VALLEY AUTH LOCAL TRUST,REVENUE,NA,NA,0861,0861,0,NA,0,TENN VALLEY AUTH LOCAL TRUST,G,Federal Trust Funds,0,0,TENNESSEE VALLEY AUTHORITY,57,Federal - Other,NA,NA,NA
2020,0063,482,0630,0,9999,"LABOR,DEPARTMENT OF",206867.87,rev ioc 03.11.2020,PUBLIC HEALTH SERVICES,PUBLIC HEALTH,NA,NA,0063,0063,0,NA,1,PUBLIC HEALTH SERVICES,G,Federal Trust Funds,1,1,"LABOR,DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2022,0214,532,0608,NA,NA,ENVIRONMENTAL PROTECTION AGN,204441,NA,BROWNFIELDS REDEVELOPMENT,ENVIRONMENTAL PROTECT AGENCY,NA,NA,0214,0214,0,NA,1,BROWNFIELDS REDEVELOPMENT,D,Special State Funds,1,1,ENVIRONMENTAL PROTECTION AGN,57,Federal - Other,NA,NA,NA
2020,0923,569,1894,0,9999,IEMA-HOMELAND SECURITY,203551.68,rev ioc 03.11.2020,LAW ENF OFF TRNG BD FED PROJ,IL LAW ENFORCE TRAIN & STDS BD,NA,NA,0923,0923,0,NA,1,LAW ENF OFF TRNG BD FED PROJ,G,Federal Trust Funds,1,1,IEMA-HOMELAND SECURITY,57,Federal - Other,NA,NA,NA
2022,0923,569,1894,NA,NA,IEMA-HOMELAND SECURITY,202225.04,NA,LAW ENF OFF TRNG BD FED PROJ,IL LAW ENFORCE TRAIN & STDS BD,NA,NA,0923,0923,0,NA,1,LAW ENF OFF TRNG BD FED PROJ,G,Federal Trust Funds,1,1,IEMA-HOMELAND SECURITY,57,Federal - Other,NA,NA,NA
2022,0350,684,0764,NA,NA,INDIRECT COST REIMBURSEMENT,201358.27,NA,ICCB FEDERAL TRUST,IL COMMUNITY COLLEGE BOARD,NA,NA,0350-B,0350,2,NA,1,ICCB FEDERAL TRUST,D,Special State Funds,1,1,INDIRECT COST REIMBURSEMENT,57,Federal - Other,NA,NA,NA
2021,0687,528,0629,NA,NA,U S DEPARTMENT OF JUSTICE,201173.01,NA,COURT OF CLAIMS FEDERAL GRANT,COURT OF CLAIMS,G,FEDERAL TRUST FUNDS,0687,0687,0,NA,1,COURT OF CLAIMS FEDERAL GRANT,G,Federal Trust Funds,1,1,U S DEPARTMENT OF JUSTICE,57,Federal - Other,NA,NA,NA
2021,0001,444,0677,NA,NA,REFUGEE/ENTRANT PROGRAM,199960,NA,GENERAL REVENUE,HUMAN SERVICES,A,GENERAL FUNDS,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,REFUGEE/ENTRANT PROGRAM,57,Federal - Other,NA,NA,NA
2022,0063,482,0630,NA,NA,"LABOR,DEPARTMENT OF",199740.13,NA,PUBLIC HEALTH SERVICES,PUBLIC HEALTH,NA,NA,0063,0063,0,NA,1,PUBLIC HEALTH SERVICES,G,Federal Trust Funds,1,1,"LABOR,DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2021,0359,692,2392,NA,NA,ISBE - TEACHER QUALITY,198337.37,NA,IMSA SPECIAL PURPOSES TRUST,IL MATH AND SCIENCE ACADEMY,I,STATE TRUST FUNDS,0359,0359,0,NA,0,IMSA SPECIAL PURPOSES TRUST,I,State Trust Funds,0,0,ISBE - TITLE II - TEACHER QUAL,57,Federal - Other,NA,NA,NA
2021,0063,482,0630,NA,NA,"LABOR,DEPARTMENT OF",193681.45,NA,PUBLIC HEALTH SERVICES,PUBLIC HEALTH,G,FEDERAL TRUST FUNDS,0063,0063,0,NA,1,PUBLIC HEALTH SERVICES,G,Federal Trust Funds,1,1,"LABOR,DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2021,0904,493,0724,NA,NA,CRIMINAL JUSTICE TRUST FUND,193094,NA,IL STATE POLICE FEDERAL  PROJS,STATE POLICE,G,FEDERAL TRUST FUNDS,0904,0904,0,NA,1,IL STATE POLICE FEDERAL  PROJS,G,Federal Trust Funds,1,1,CRIMINAL JUSTICE TRUST FUND,57,Federal - Other,NA,NA,NA
2019,0063,482,0630,0,9999,"LABOR,DEPARTMENT OF",191527.26,rev ioc 12.11.2019,PUBLIC HEALTH SERVICES,PUBLIC HEALTH,NA,NA,0063,0063,0,NA,1,PUBLIC HEALTH SERVICES,G,Federal Trust Funds,1,1,"LABOR,DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2019,0904,493,0724,0,9999,CRIMINAL JUSTICE TRUST FUND,188387,rev ioc 12.11.2019,IL STATE POLICE FEDERAL  PROJS,STATE POLICE,NA,NA,0904,0904,0,NA,1,IL STATE POLICE FEDERAL  PROJS,G,Federal Trust Funds,1,1,CRIMINAL JUSTICE TRUST FUND,57,Federal - Other,NA,NA,NA
2021,0905,422,0626,NA,NA,"INTERIOR, DEPARTMENT OF",186241.76,NA,IL FORESTRY DEVELOPMENT,"NATURAL RESOURCES",D,SPECIAL STATE FUNDS,0905,0905,0,NA,1,IL FORESTRY DEVELOPMENT,D,Special State Funds,1,1,"INTERIOR, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2022,0904,493,0724,NA,NA,CRIMINAL JUSTICE TRUST FUND,185648.46,NA,IL STATE POLICE FEDERAL  PROJS,STATE POLICE,NA,NA,0904,0904,0,NA,1,IL STATE POLICE FEDERAL  PROJS,G,Federal Trust Funds,1,1,CRIMINAL JUSTICE TRUST FUND,57,Federal - Other,NA,NA,NA
2019,0991,422,0764,0,9999,INDIRECT COST REIMBURSEMENT,183931.69,rev ioc 12.11.2019,ABANDONED MINED LANDS RECLAM,"NATURAL RESOURCES",NA,NA,0991,0991,0,NA,1,ABANDONED MINED LANDS RECLAM,G,Federal Trust Funds,1,1,INDIRECT COST REIMBURSEMENT,57,Federal - Other,NA,NA,NA
2021,0001,444,0764,NA,NA,INDIRECT COST REIMBURSEMENT,182493,NA,GENERAL REVENUE,HUMAN SERVICES,A,GENERAL FUNDS,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,INDIRECT COST REIMBURSEMENT,57,Federal - Other,NA,NA,NA
2020,0894,422,0594,0,9999,"AGRICULTURE, DEPARTMENT OF",181250.3,rev ioc 03.11.2020,DNR FEDERAL PROJECTS,"NATURAL RESOURCES",NA,NA,0894,0894,0,NA,1,DNR FEDERAL PROJECTS,G,Federal Trust Funds,1,1,"AGRICULTURE, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2020,0063,482,1480,0,9999,FEDERAL MONIES VIA MICH. ST. U,178956.14,rev ioc 03.11.2020,PUBLIC HEALTH SERVICES,PUBLIC HEALTH,NA,NA,0063,0063,0,NA,1,PUBLIC HEALTH SERVICES,G,Federal Trust Funds,1,1,FEDERAL MONIES VIA MICH. ST. U,57,Federal - Other,NA,NA,NA
2022,0523,425,0747,NA,NA,JUVENILE JUSTICE TRUST,174592.88,NA,DEPT OF CORRECTIONS REIMBURSEM,JUVENILE JUSTICE,NA,NA,0523,0523,0,NA,1,DEPT OF CORRECTIONS REIMBURSEM,D,Special State Funds,1,1,JUVENILE JUSTICE TRUST,57,Federal - Other,NA,NA,NA
2021,0001,478,2306,NA,NA,ENHANCED FED FIN PART-ARRA,171718,NA,GENERAL REVENUE,HEALTHCARE & FAMILY SERVICES,A,GENERAL FUNDS,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,ENHANCED FED FIN PART-ARRA,58,Federal Medicaid Reimbursements,NA,NA,NA
2019,0577,416,2104,0,9999,MEDICARE PART D,169474.56,rev ioc 12.11.2019,COMMUNITY COLLEGE HEALTH INSUR,CENTRAL MANAGEMENT,NA,NA,0577,0577,0,NA,0,COMMUNITY COLLEGE HEALTH INSUR,I,State Trust Funds,0,0,MEDICARE PART D,57,Federal - Other,NA,NA,NA
2020,0345,478,2076,0,9999,IDPH-HHS/CMS,168542.22,rev ioc 03.11.2020,LONG TERM CARE PROVIDER,HEALTHCARE & FAMILY SERVICES,NA,NA,0345,0345,0,NA,1,LONG TERM CARE PROVIDER,D,Special State Funds,1,1,IDPH-HHS/CMS,58,Federal Medicaid Reimbursements,NA,NA,NA
2021,0765,422,0764,NA,NA,INDIRECT COST REIMBURSEMENT,168179.12,NA,FEDERAL SURFACE MINING CONTROL,"NATURAL RESOURCES",G,FEDERAL TRUST FUNDS,0765,0765,0,NA,1,FEDERAL SURFACE MINING CONTROL,G,Federal Trust Funds,1,1,INDIRECT COST REIMBURSEMENT,57,Federal - Other,NA,NA,NA
2022,0345,478,2076,NA,NA,IDPH-HHS/CMS,166392.68,NA,LONG TERM CARE PROVIDER,HEALTHCARE & FAMILY SERVICES,NA,NA,0345,0345,0,NA,1,LONG TERM CARE PROVIDER,D,Special State Funds,1,1,IDPH-HHS/CMS,58,Federal Medicaid Reimbursements,NA,NA,NA
2021,0560,586,0629,NA,NA,U S DEPARTMENT OF JUSTICE,164853.67,NA,SBE FEDERAL AGENCY SERVICES,STATE BOARD OF EDUCATION,G,FEDERAL TRUST FUNDS,0560,0560,0,NA,1,SBE FEDERAL AGENCY SERVICES,G,Federal Trust Funds,1,1,U S DEPARTMENT OF JUSTICE,57,Federal - Other,NA,NA,NA
2019,0523,425,0724,0,9999,CRIMINAL JUSTICE TRUST FUND,163172,rev ioc 12.11.2019,DEPT OF CORRECTIONS REIMBURSEM,JUVENILE JUSTICE,NA,NA,0523,0523,0,NA,1,DEPT OF CORRECTIONS REIMBURSEM,D,Special State Funds,1,1,CRIMINAL JUSTICE TRUST FUND,57,Federal - Other,NA,NA,NA
2020,0063,482,0708,0,9999,US ENVIRONMENTAL PROTECTION,162054.49,rev ioc 03.11.2020,PUBLIC HEALTH SERVICES,PUBLIC HEALTH,NA,NA,0063,0063,0,NA,1,PUBLIC HEALTH SERVICES,G,Federal Trust Funds,1,1,US ENVIRONMENTAL PROTECTION,57,Federal - Other,NA,NA,NA
2022,0359,692,2732,NA,NA,BOARD OF HIGHER EDUCATION,159561,NA,IMSA SPECIAL PURPOSES TRUST,IL MATH AND SCIENCE ACADEMY,NA,NA,0359,0359,0,NA,0,IMSA SPECIAL PURPOSES TRUST,I,State Trust Funds,0,0,BOARD OF HIGHER EDUCATION,57,Federal - Other,NA,NA,NA
2019,0359,692,2392,0,9999,ISBE - TEACHER QUALITY,158472.82,rev ioc 12.11.2019,IMSA SPECIAL PURPOSES TRUST,IL MATH AND SCIENCE ACADEMY,NA,NA,0359,0359,0,NA,0,IMSA SPECIAL PURPOSES TRUST,I,State Trust Funds,0,0,ISBE - TITLE II - TEACHER QUAL,57,Federal - Other,NA,NA,NA
2020,0689,406,0608,0,9999,ENVIRONMENTAL PROTECTION AGN,154661.15,rev ioc 03.11.2020,AGRICULTURE PESTICIDE CONTROL,AGRICULTURE,NA,NA,0689,0689,0,NA,1,AGRICULTURE PESTICIDE CONTROL,G,Federal Trust Funds,1,1,ENVIRONMENTAL PROTECTION AGN,57,Federal - Other,NA,NA,NA
2019,0421,478,2306,0,9999,ENHANCED FED FIN PART-ARRA,154494,rev ioc 12.11.2019,PUBLIC AID RECOVERIES TRUST,HEALTHCARE & FAMILY SERVICES,NA,NA,0421,0421,0,NA,1,PUBLIC AID RECOVERIES TRUST,I,State Trust Funds,1,1,ENHANCED FED FIN PART-ARRA,58,Federal Medicaid Reimbursements,NA,NA,NA
2022,0673,446,0618,NA,NA,HEALTH AND HUMAN SERVICES,153133.75,NA,DEPT OF INSURANCE FED TRUST,INSURANCE,NA,NA,0673,0673,0,NA,1,DEPT OF INSURANCE FED TRUST,G,Federal Trust Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2022,0052,427,1689,NA,NA,ONE STOP PARTICIPANTS,151819.76,NA,FEDERAL TITLE III SS & EMPLOY,EMPLOYMENT SECURITY,NA,NA,0052,0052,0,NA,1,FEDERAL TITLE III SS & EMPLOY,G,Federal Trust Funds,1,1,ONE STOP PARTICIPANTS,57,Federal - Other,NA,NA,NA
2020,0523,425,1877,0,9999,SBE-FED DEPT OF AG-BRKFST REIM,150285.64,rev ioc 03.11.2020,DEPT OF CORRECTIONS REIMBURSEM,JUVENILE JUSTICE,NA,NA,0523,0523,0,NA,1,DEPT OF CORRECTIONS REIMBURSEM,D,Special State Funds,1,1,SBE-FED DEPT OF AG-BRKFST REIM,57,Federal - Other,NA,NA,NA
2021,0523,425,1876,NA,NA,SBE-FED.DEPT OF AG/LUNCH REIMB,150202.5,NA,DEPT OF CORRECTIONS REIMBURSEM,JUVENILE JUSTICE,D,SPECIAL STATE FUNDS,0523,0523,0,NA,1,DEPT OF CORRECTIONS REIMBURSEM,D,Special State Funds,1,1,SBE-FED.DEPT OF AG/LUNCH REIMB,57,Federal - Other,NA,NA,NA
2019,0980,497,0618,0,9999,HEALTH AND HUMAN SERVICES,149550.81,rev ioc 12.11.2019,MANTENO VETERANS HOME,VETERANS' AFFAIRS,NA,NA,0980,0980,0,NA,1,MANTENO VETERANS HOME,D,Special State Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2022,0272,497,0618,NA,NA,HEALTH AND HUMAN SERVICES,148291.33,NA,LASALLE VETERANS HOME,VETERANS' AFFAIRS,NA,NA,0272,0272,0,NA,1,LASALLE VETERANS HOME,D,Special State Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2022,0269,201,0629,NA,NA,U S DEPARTMENT OF JUSTICE,144672.38,NA,SUPREME COURT FEDERAL PROJECTS,SUPREME COURT,NA,NA,0269,0269,0,NA,1,SUPREME COURT FEDERAL PROJECTS,G,Federal Trust Funds,1,1,U S DEPARTMENT OF JUSTICE,57,Federal - Other,NA,NA,NA
2019,0011,494,1790,0,9999,IEMA-FEMA,143916.12,rev ioc 12.11.2019,ROAD,TRANSPORTATION,NA,NA,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,IEMA-FEMA,59,Federal Transportation,NA,NA,NA
2019,0041,422,0594,0,9999,"AGRICULTURE, DEPARTMENT OF",142631.7,rev ioc 12.11.2019,WILDLIFE & FISH,"NATURAL RESOURCES",NA,NA,0041,0041,0,NA,1,WILDLIFE & FISH,D,Special State Funds,1,1,"AGRICULTURE, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2019,0838,482,0618,0,9999,HEALTH AND HUMAN SERVICES,141694.37,rev ioc 12.11.2019,PUBLIC HEALTH FEDERAL PROJECTS,PUBLIC HEALTH,NA,NA,0838,0838,0,NA,1,PUBLIC HEALTH FEDERAL PROJECTS,G,Federal Trust Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2019,0523,425,0629,0,9999,U S DEPARTMENT OF JUSTICE,140830.82,rev ioc 12.11.2019,DEPT OF CORRECTIONS REIMBURSEM,JUVENILE JUSTICE,NA,NA,0523,0523,0,NA,1,DEPT OF CORRECTIONS REIMBURSEM,D,Special State Funds,1,1,U S DEPARTMENT OF JUSTICE,57,Federal - Other,NA,NA,NA
2021,0220,418,1381,NA,NA,FEDERAL MONEY VIA OTHER STATE,138621.54,NA,DCFS CHILDREN'S SERVICES,CHILDREN AND FAMILY SERVICES,D,SPECIAL STATE FUNDS,0220,0220,0,NA,1,DCFS CHILDREN'S SERVICES,D,Special State Funds,1,1,FEDERAL MONEY VIA OTHER STATE,57,Federal - Other,NA,NA,NA
2020,0577,416,2104,0,9999,MEDICARE PART D,136334.61,rev ioc 03.11.2020,COMMUNITY COLLEGE HEALTH INSUR,CENTRAL MANAGEMENT,NA,NA,0577,0577,0,NA,0,COMMUNITY COLLEGE HEALTH INSUR,I,State Trust Funds,0,0,MEDICARE PART D,57,Federal - Other,NA,NA,NA
2021,0191,588,0618,NA,NA,HEALTH AND HUMAN SERVICES,136077.66,NA,INDOOR RADON MITIGATION,IL EMERGENCY MANAGEMENT AGCY,G,FEDERAL TRUST FUNDS,0191,0191,0,NA,1,INDOOR RADON MITIGATION,G,Federal Trust Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2022,0347,444,1520,NA,NA,MIGRANT HEAD START,134236,NA,EMPLOYMENT & TRAINING,HUMAN SERVICES,NA,NA,0347,0347,0,NA,1,EMPLOYMENT & TRAINING,G,Federal Trust Funds,1,1,MIGRANT HEAD START,57,Federal - Other,NA,NA,NA
2019,0765,422,0764,0,9999,INDIRECT COST REIMBURSEMENT,133848.55,rev ioc 12.11.2019,FEDERAL SURFACE MINING CONTROL,"NATURAL RESOURCES",NA,NA,0765,0765,0,NA,1,FEDERAL SURFACE MINING CONTROL,G,Federal Trust Funds,1,1,INDIRECT COST REIMBURSEMENT,57,Federal - Other,NA,NA,NA
2021,0269,201,0629,NA,NA,U S DEPARTMENT OF JUSTICE,132222.17,NA,SUPREME COURT FEDERAL PROJECTS,SUPREME COURT,G,FEDERAL TRUST FUNDS,0269,0269,0,NA,1,SUPREME COURT FEDERAL PROJECTS,G,Federal Trust Funds,1,1,U S DEPARTMENT OF JUSTICE,57,Federal - Other,NA,NA,NA
2022,0894,422,0594,NA,NA,"AGRICULTURE, DEPARTMENT OF",127520.91,NA,DNR FEDERAL PROJECTS,"NATURAL RESOURCES",NA,NA,0894,0894,0,NA,1,DNR FEDERAL PROJECTS,G,Federal Trust Funds,1,1,"AGRICULTURE, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2019,0988,340,0724,0,9999,CRIMINAL JUSTICE TRUST FUND,125719,rev ioc 12.11.2019,ATTORNEY GENERAL FEDERAL GRANT,ATTORNEY GENERAL,NA,NA,0988,0988,0,NA,1,ATTORNEY GENERAL FEDERAL GRANT,G,Federal Trust Funds,1,1,CRIMINAL JUSTICE TRUST FUND,57,Federal - Other,NA,NA,NA
2020,0063,482,0720,0,9999,SPECIAL PURPOSE TRUST FUND,125650.24,rev ioc 03.11.2020,PUBLIC HEALTH SERVICES,PUBLIC HEALTH,NA,NA,0063,0063,0,NA,1,PUBLIC HEALTH SERVICES,G,Federal Trust Funds,1,1,SPECIAL PURPOSE TRUST FUND,57,Federal - Other,NA,NA,NA
2021,0988,340,0647,NA,NA,"TREASURY, DEPARTMENT OF",120152.39,NA,ATTORNEY GENERAL FEDERAL GRANT,ATTORNEY GENERAL,G,FEDERAL TRUST FUNDS,0988,0988,0,NA,1,ATTORNEY GENERAL FEDERAL GRANT,G,Federal Trust Funds,1,1,"TREASURY, DEPARTMENT OF",57,Federal - Other,NA,NA,NA
2021,0345,478,2076,NA,NA,IDPH-HHS/CMS,118115.63,NA,LONG TERM CARE PROVIDER,HEALTHCARE & FAMILY SERVICES,D,SPECIAL STATE FUNDS,0345,0345,0,NA,1,LONG TERM CARE PROVIDER,D,Special State Funds,1,1,IDPH-HHS/CMS,58,Federal Medicaid Reimbursements,NA,NA,NA
2019,0350,684,0764,0,9999,INDIRECT COST REIMBURSEMENT,117316.5,rev ioc 12.11.2019,ICCB FEDERAL TRUST,IL COMMUNITY COLLEGE BOARD,NA,NA,0350-B,0350,2,NA,1,ICCB FEDERAL TRUST,D,Special State Funds,1,1,INDIRECT COST REIMBURSEMENT,57,Federal - Other,NA,NA,NA
2020,0523,426,1580,0,9999,SOCIAL SECURITY ADMINISTRATION,116800,rev ioc 03.11.2020,DEPT OF CORRECTIONS REIMBURSEM,CORRECTIONS,NA,NA,0523,0523,0,NA,1,DEPT OF CORRECTIONS REIMBURSEM,D,Special State Funds,1,1,SOCIAL SECURITY ADMINISTRATION,57,Federal - Other,NA,NA,NA
2020,0176,350,1578,0,9999,"NATIONAL ARCHIVES",115998.41,rev ioc 03.11.2020,SECRETARY OF STATE FED PROJ,SECRETARY OF STATE,NA,NA,0176,0176,0,NA,1,SECRETARY OF STATE FED PROJ,G,Federal Trust Funds,1,1,"NATIONAL ARCHIVES",57,Federal - Other,NA,NA,NA
2021,0272,497,0618,NA,NA,HEALTH AND HUMAN SERVICES,112659.88,NA,LASALLE VETERANS HOME,VETERANS' AFFAIRS,D,SPECIAL STATE FUNDS,0272,0272,0,NA,1,LASALLE VETERANS HOME,D,Special State Funds,1,1,HEALTH AND HUMAN SERVICES,57,Federal - Other,NA,NA,NA
2019,0523,426,1580,0,9999,SOCIAL SECURITY ADMINISTRATION,109100,rev ioc 12.11.2019,DEPT OF CORRECTIONS REIMBURSEM,CORRECTIONS,NA,NA,0523,0523,0,NA,1,DEPT OF CORRECTIONS REIMBURSEM,D,Special State Funds,1,1,SOCIAL SECURITY ADMINISTRATION,57,Federal - Other,NA,NA,NA
2022,0523,425,1877,NA,NA,SBE-FED DEPT OF AG-BRKFST REIM,106434.89,NA,DEPT OF CORRECTIONS REIMBURSEM,JUVENILE JUSTICE,NA,NA,0523,0523,0,NA,1,DEPT OF CORRECTIONS REIMBURSEM,D,Special State Funds,1,1,SBE-FED DEPT OF AG-BRKFST REIM,57,Federal - Other,NA,NA,NA
2022,0509,478,0618,NA,NA,HEALTH AND HUMAN SERVICES,106252,NA,DHS COMMUNITY SERVICES,HEALTHCARE & FAMILY SERVICES,NA,NA,0509-B,0509,2,NA,1,DHS COMMUNITY SERVICES,D,Special State Funds,1,1,HEALTH AND HUMAN SERVICES,58,Federal Medicaid Reimbursements,NA,NA,NA
